Tweet,Message/tweets,Match,Polarity
225.0,ronnehh iiilandis JayVsQua CaseyDevonne Unemployed Canadians are getting far less than Americans 2400month 3360 CAD for four months 1200 stimulus vs 2000 CAD 1400 USDmonth for four months in Canada,Unemployed,negative
226.0,WMazhetese The silence of African Research Institutions has been very loud we cannot simply receive what Western science dictates U,loud,negative
227.0,greekhistorypod Special Guest Episode on Roman Sexuality wAven McMaster AvenSarah Assistant Professor of Ancient Studies at Tho,,neutral
228.0,asmilez5 Congrats Alonzo I went to college at William Penn University with is not far from Indian Hills Very proud of you,proud,positive
229.0,honestly discover university is not fun,fun,positive
230.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
231.0,First up is Jane who works with our Leadership programs Jane is a Junior from Wichita studying Strategic Communications with minors in University Honors and Human Resource Management Thank you for all you do and the positive vibes your bring getwuinvolved,"works,Thank,positive",positive
232.0,KSkaric I just heard on the radio that in Canada only about 5 of Covid19 tests are positive Can anyone comment on the positive pred,"positive,positive",positive
233.0,michaeljohns Question Can we cease repeating this lie that healthcare in Canada is freethe average Canadian pays US690 pe,lie,negative
234.0,Ontarios universities are contributing equipment talent and research in the battle against COVID19 Here is a terrific example of community partnership York University gathering Personal Protective Equipment ppe for the front lines of this battle Thank you YorkU,"talent,terrific,Protective,Thank",positive
235.0,DaiJames1942 The readability level of university books is beyond most A Level candidates these days before we get to the Marxism,,neutral
236.0,amuse Ask Canada how well privatizing their postal service went,"amuse,well",positive
237.0,CBCCalgary Global pact forged to contain oil price crash,"forged,crash",negative
238.0,Hw3NigyimiiBi University of Ghana scientists close to find corona cureThe cure de3 dem go get am oo but who u go test on Cha,cure,positive
239.0,JustinTrudeau OSMconcerts AnneWithAnE thats all the world needs Come on Canada renewannewithane,,neutral
240.0,LOVE these gratitude rocks for essential workers displayed outside the ER entrance at University Hospital in Delray Florida KindnessMatters Kindness Hospital COVID19 EssentialWorkers EasterSunday,"LOVE,gratitude,Kindness",positive
241.0,CBCNS UPDATED Nova Scotia wont look at lifting COVID19 restrictions until at least June,,neutral
242.0,realDonaldTrump Hurricanes are coming are you paying attention cause Canada is an Ontario hydro is to busy here to help you millions will die from trumps moves against Canada,die,negative
243.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
244.0,NotZaphod79 I do some business in Lynchburg and Liberty as a religious university owns an extraordinary share of that town,"Liberty,extraordinary",positive
245.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
246.0,FoundLostDogs Lost Dog Keremeos British Columbia Canada please help dog owner by sharing lostdog missingdo,Lost,negative
247.0,University project Seems like it might be my last one illustration bookcover,like,positive
248.0,FlyoutChase Canada doing 2000 a month for 4 monthswage insurance of 75child care expansion etcand u telling me with a,,neutral
249.0,thisbernice Canada that cold will want to finish me,cold,negative
250.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
251.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
252.0,dwjudson 100 years ago moonshine routinely crossed Rainy Lake from Canada to the US Today the hospital in fortfrances received its,,neutral
253.0,SaversParty HousatonicITS OMG shtBy coincidence was just talking to a pharmacy owner in Surrey Canada with this inside hospita,,neutral
254.0,thegeeklyreader People are dying and not just older unhealthy people and some of you are mad about not being able to go out on your,"dying,unhealthy,mad",negative
255.0,BarronBillTrump Same to you Barron from canada,,neutral
256.0,ActualDoctor i have two of these animal crossing water globe gachapon i will give away on this website just smash that like button,"smash,like",neutral
257.0,thejaarants Abhi abhi yaad aya I miss my university crush too usay to mei bhool hi gai thi idk if hes still alive or not but yes Mr d,"miss,crush",negative
258.0,The Spring issue of the University of Toronto Law Journal features stellar new work by Mark Tushnet CamdenHutchinson Luke Taylor Jonathan Simon Youngjae Lee CDNLaw Law UTLawBrowse the full issue on ProjectMUSE,"issue,stellar,work,issue",neutral
259.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
260.0,Receiver Michael Young leaves Notre Dame to play for Cincinnati,,neutral
261.0,worldmidwives New job opportunity Lecturer in Midwifery at the uniofleicester Click here to learn more about the role httpst,,neutral
262.0,Virginia State Universitys Department of Agriculture Hemp Farming and how COVID19 will Impact the Future Hemp Harvesthempfarming coronavirus,,neutral
263.0,RippleCanada BrandonHebor 4thWaveAI RayBan April Promotion Now only per sunglasses Give me some praise,praise,positive
264.0,TomTSEC Do not stockpile foodThis from the same folks who told us coronavirus was not a threat closing borders was racist and we,"threat,racist",negative
265.0,VentiPoet Im in Canada Thankfully our Prime Minister listens to the experts and doesnt base decisions on his thoughts and feelings,,neutral
266.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
267.0,T WorldNow Global death toll from Covid19 crosses 110000 mark USbased Johns Hopkins University,"death,toll",negative
268.0,sunlorrie Ontario relying on volunteers to help staffing shortage in longterm care as feds release new guidelines,shortage,negative
269.0,BBCSteveR The mortality rate in Russia is now n the civilized territories it is slightly higher Italy Only Israel has a close indicator,,neutral
270.0,UKEtsy HandmadeInUK Double Strand Sky Blue Crackle Glass Bead Bracelet 10 Free UK shippingAdd 2 to ship to US Canada and ac,Free,positive
271.0,And this note for is those quoting BipanChandra from NCE book that Rana Sanga sided with Mughals inviting Babur Same Bipan Chandra described Bhagat Singh in Delhi University book as revolutionary TERRORIST not freedom fighter,"revolutionary,freedom",positive
272.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
273.0,CanadaNV SAndersonshpk AdrianaLaGrange ColinAitchison The point is they were told to keep supports as close to the classroom as possible Which is what they did This is all on the UCP I have connections too,supports,positive
274.0,Theyre the workers keeping Canada safe and healthy in the midst of a pandemic But some like cashiers bring home just around a quarter of the average Canadians annual income,"safe,healthy,like",positive
275.0,RISE UP He is risen Happy Easter everybody Sending you well wishes and good health todayHeIsRisen HappyEaster DareToBe Point Loma Nazarene University,"Happy,well,good",positive
276.0,ItsFrankie78 After a long talk with my parents and coaches from TLU Im blessed to announce that l will be furthering my academic and,,neutral
277.0,One mans trash is another mans reusable reducible or recyclable material Read more about Halifaxs environmentally responsible businesses in this months issue of Business Voice,"trash,issue",negative
278.0,sfischer593 yallblack ritholtz peterdaou I actually think thats what it was At the time I was thinking of it in terms Americas Brexit Later I came across a Brown University political economist who predicted Brexit and Trump saying it was a brick through the window of the elites private clubs Mark Blyth,Trump,positive
279.0,Haikuanthings Liu Hai Kuan plays guitar in class during his university days in Beijing Film Academy LiuHaiKuan,,neutral
280.0,The novel coronavirus may have K12 students in Kentuckys school districts learning at home but researchers at the University of Louisville are using the computing power of thousands of computers in classrooms across the state to identify drugs to,,neutral
281.0,emeczy Rwanda is building its own Silicon Valley in partnership with Carnegie Mellon University It is called Kigali Innovation City,Innovation,positive
282.0,NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,,neutral
283.0,HandmadeInUK Double Strand Sky Blue Crackle Glass Bead Bracelet 10 Free UK shippingAdd 2 to ship to US Canada and across Europe Free US shipping for orders over US35 UKEtsy HandmadeHour UKCraftHour UKCraftersHour,"Free,Free",positive
284.0,2tonshorty So different in Canada You apply for the emergency benefit on Monday and 2000 appears in your bank account on Wednesday,"emergency,benefit",neutral
285.0,Jobs for Wonks Head of Regulatory Data Analysis and Reporting The University of Law London UniversityofLaw,,neutral
286.0,DostKhanJammu Great News From JKKashmir Also Lost Control Over JK National Law University JKNLUHMOIndia Amended Sec 8 Of JKNLU,"Great,Lost",neutral
287.0,DrJacobsRad The tab so far for closing our economy73 BILLIONThe cost of a mask for people in public spaces 25Why is there,,neutral
288.0,Get payments from the Canada Revenue Agency and save trips to the bank StayHome,,neutral
